source,source_type,note,etag,content_length,sha256
domestic/starair19.xlsx,excel,,4f72db55b51ef69a37f880a03f830c8c,26288,fcdbcb51d066308d4420fe13e176d2cf7ba8819516876a7a558877fdebd6f649
domestic/totaldom15.xls,excel,,e5fdf0d30b9dbf97f359d9ffb39d6767,103424,a9e5f4fa7c2e80c4c2062caf7c4f7b43c9753fd52dd5cb2b072e4f27698d5a0d
domestic/totaldom16.xlsx,excel,,af1331b40e6b831af35794f0ab761038,28893,d77d957419759dc94be16ef0327bda9f08a3630ceb6980c65250a86330ffcd6a
domestic/totaldom17.xlsx,excel,,6a62cde9916e86aebedbba8a559653a6,26042,ce35709cb922f51538052423d7a339bb114383ca8499125cf6cb57ce0779ee55
domestic/totaldom18.xlsx,excel,,0adc29eab783ff4dd4de8c52e3b958a1,20124,022b583b2d31c2d34e6ad4e5fa2ad0709df493c5cd7676596be72a64e8d3794a
domestic/totaldom19.xlsx,excel,,134c2aabb71cb278089681e60ec3a84e,20808,b408d8974351b5a447100ce56a921feb20af837ab4f4f893d40eb7e799fd5e7b
domestic/totaldom20.xlsx,excel,,2dbb7e81621e9a49fbc39da31c75f503,22388,5eff9e01b36067dfeba51a13e5e5bfe7fa8eb8cc71e7afd007ebc517df6d0c05
domestic/totaldom21.xlsx,excel,,bd088ad2cd451865bc8964316fe5c848,25150,97e762efd7c99e8739fc794cbd5dd885ac70e071c0a11f50813d19b956d7599d
domestic/totaldom22.xlsx,excel,,39e58600dca4ab72c84e9f2cc34ea095,25071,d6acce1e49fac32f082256338d1dfb75e8e0159da32420245e83b7bd9e66ce34
domestic/totaldom23.xlsx,excel,,3238c8314ac7926c10004f15b50c69bf,24761,95adc733b41f117891bc78fc2a2cd1ba7b9edd774b137d0ad2f10d2ddf21981e
domestic/totaldom24.xlsx,excel,,08ce7f69755bb08bd944177d696de8d7,24815,311fba8ccc98b97769dbcb76f7ac8058054fa5dbb95ada4dfcfcb30abd2eee34
domestic/totaldom25.xlsx,excel,,4aca77a6754e0874afb450283e858a05,22772,971e95e971f57cc16ee3e490b6ba6f7e3a3edae861fbf08809cbc2bae3d8fb64
domestic/totaldom26.xlsx,excel,,d87cf03dbac3ab1064817e1f86f2ab95,21814,ffef5ea2bc6272a0f5283d47ee05bc65b27e9ad2713a12a44fb65fe61a8a41ea
domestic/totalint15.xls,excel,,a16097c90a49996c1a1791b18d2d71a9,62464,0b3012bdcd5824d2491e079ccfeecb82ac402f0f1d5acbe25fed19cb92f58c2e
domestic/totalint16.xlsx,excel,,b9d35a3ea90bbe62211d84c7ca45824e,28413,b99126b64608aebc922c9f3b3f980d9a9ecd1a84c08fa7d11fde310ed2d51ecc
domestic/totalint17.xlsx,excel,,c4109afffebce59298150e49a35bbb56,26265,75a5488a62bbe0799d7bb20d5de93ddb9ecd745547bc89b85549ba4c0e7bd375
domestic/totalint18.xlsx,excel,,97c882d4c72d6a80634356e23f8951ef,19483,6189bed43da12e592b0388b2843cf2b3eede926986a300739d373ef85f394a87
domestic/totalint20.xlsx,excel,,a0395248812b1eaf50bb8590860bf823,20749,ff808eb83ad551be3cbdcfbb081fb6302618a916df0d1b8f1553739bea9b8c31
domestic/totalint21.xlsx,excel,,ea65c477519b83a493adc6bb07910503,22814,557b0fa2b389da50ce729577a2807b73cdf836ec259e7fe24696cd7e2bbb3da9
domestic/totalint22.xlsx,excel,,d78848b5d3ffedb65dd38ae6a5c5891c,24894,5e45c8a2f4617c9fa8f03b3272043f44c414e2dbee9f59604bc0ca9e0d23527c
domestic/totalint23.xlsx,excel,,f1f39546f0eb077f5c94d9ec0d42ed34,24982,ea2fe2265bc31fbc29272aabe0fd69b5d7e3c1f4f4d86e4050d021af9a44c684
domestic/totalint24.xlsx,excel,,33b31d044ad7e39f964171c050826567,24887,45b24f22521e803f2d91c2e0535444238bc9075139ec92e0662b80760f4cdf3c
domestic/totalint25.xlsx,excel,,5438e1617a9a4d54b7e17b66f7053c5b,22253,a484ee5aff21025fd1baf6e2e8a1869cfaf0d105e7e9abe3c4e426fcec50fafe
domestic/totalint26.xlsx,excel,,214e861d760aec8496a420e12573823f,21397,1c0898fc1e7606f784658d0ca6b22aa46af632d04e44e23431843b6cdcade5c1
domestic/trujet19.xlsx,excel,,3a68f086fe1a6b4a8e5c52ebcfc1d63f,26375,3859c8c5194f7c6d76c61c49f5f7e872bfd489e7e703ad6c4f38c68eed0d433b
domestic/trujet21.xlsx,excel,,8e6c5ccb4be41e806916729c4176dc22,26220,80a2c2ac8cda52e72a32d711fe63d8b2b306ad7c5a2bc4b50e722eaff583283d
domestic/trujet22.xlsx,excel,,630b5ee15c97532eb511cb05ffa0fbbc,24587,0fbfca44de428fc660c38490b3612909cb38777289b9ca6b47c6cba61749d4b0
domestic/trujet23.xlsx,excel,,6746e9242ab38b2b5feeb5527eaf03f4,24896,8623f96f9513d2a35a64c3574f302d26e051c84baabb00591d4d3e1611801a7c
domestic/vistara15.xls,excel,,b8ec7d9566d216d05950f590046ae2cc,46080,cb62137364ac6edb283d71a970c524260a0eeed0c1440bbd2722dfa7d078ac7f
domestic/vistara16.xlsx,excel,,1c377468f61f1538e03b48135fc9edc9,25721,338ada25cac8ff90bcaae00344c9de49f7a75d9de85298d7a6e7f0c8b3ab6844
domestic/vistara17.xlsx,excel,,4ab91cd7a5499b99cc5ed23e364466ef,25076,c90ac1a731786cae7db414b7fdf0b80c4323213bc328bc09f30cc2c7700ef948
domestic/vistara18.xlsx,excel,,1735f616b5319eb0d4831111a0fb08a9,17520,873483384dc0a013ab4778c395ac2b5660ef9d1311be48ed39afbc362d5c1cfe
domestic/vistara19.xlsx,excel,,9ff6b7059f5a21b11af7f4dd3db196b8,27761,d6702df68ee221d79a8f0742b793a7aa3163f35c714e4080093129d98c559ae6
domestic/vistara20.xlsx,excel,,620585dc0295737216eda1cf4148c85c,28834,ed3fc855f7dc541c4f953f68dfdb95078c5d688f0a54815795ec1c697d892be7
domestic/vistara21.xlsx,excel,,aa41f5504c434f9973ef5899f16e4490,30282,cad6a13b19f7586104daa467254c408a53df1a43cd30d6c02191f9a67cd42cff
domestic/vistara22.xlsx,excel,,361f0050cac8e9e08ba691acb525cd35,30642,c15264ded6c0eceab1cf00b5fa58da0564e7c494e420b8ae747001fe93aa754d
domestic/vistara23.xlsx,excel,,c7683e24b94d4bbe0a1eafa2809899b7,30721,475f77ee6f78c60c64cbff49db645b9947339252e86de79d57f61ede4f887d96
domestic/vistara24.xlsx,excel,,40e27926646d87e215785b6d4369071f,29942,481369e7514f0185081cc492fedd45150567172be4d0cd408abf6dde8c10b333
domestic/zoomair17.xlsx,excel,,000cfcca742b8e09148ef1a35f610d9b,19920,a410313063823ad2e4881c01ab6dec2e1d55b895603b6dce382c7148a124fca2
domestic/zoomair18.xlsx,excel,,c347c79b97b7a8fc51d30b950fc2a0be,13762,e91c83e5b67d05b14b0ddd0ef652d64faf2ab3b73cd47caeebd6dddbc8cd22ad
international/15Q1_1.xlsx,excel,,0afdc60677d9a59926e61d8640a88179,15746,c1c12c12fa05005aba3ee306277b6ef3e1a36e90ca83dc1fa2a48913f9c70029
international/15Q1_2.xlsx,excel,,5f6d446a2143af1f91daecde94b55cd3,21997,1c09a37bee1c44499ee4b9658ba5d12ae1031d261e5ee4902bb54f944c037ded
international/15Q1_3.xlsx,excel,,1a73140c32042a282d7a600f35565dfb,13136,c766c1eb152bf47f7b65f754d948032c11ab50e2094a11fc506562c7add1f62f
international/15Q1_4.xlsx,excel,,0c9edd58146a828c985732f898575590,27767,bd87f3eea35c052f06ad23a814aabca6ec3dc2e967af34d532db5e1e92eae461
international/15Q2_1.xlsx,excel,,a1866ab39eef21e1aca1bf3092eb9af8,15513,7295217390365849d8e9a3c1a8a8ac2a41bcc9759a3740e2b7109efe7e8ee543
international/15Q2_2.xlsx,excel,,404a751e57309975020bc67d8db24c6d,21252,bf46504b1824e80c38180bd3cd20418182d1835cd96580fc8c6d012de9dec9a1
international/15Q2_3.xlsx,excel,,bedc72a7e9877dfe8c752454fad95178,13185,f52a8f8d46e79e352ce55a39bf79dc13c80bdabc1a8ed6882e1b9a5f23cf8e23
international/15Q2_4.xlsx,excel,,654f158649242c5b3d8e37671bba6bba,27445,1584660912f601271c4b25ba90c1639e32557e8066cc7aa283485b0cf72237ed
international/15Q3_1.xlsx,excel,,c6d2589ad59182eb0fee571c813229bc,15296,f9bbbb70838ab3c1056dad0b9ee1bd1bd3328b5e36325f6213be8e8635e0107a
international/15Q3_2.xlsx,excel,,e2add8e7dd331973dfa1743af0a828df,24286,21c097a9671f217fe78dc74dd6b3b3a5e4e8a5ad93e6a1dedb45fb570c5b6ef2
international/15Q3_3.xlsx,excel,,1907823d2e8d831dcfd231631a89cd87,13333,b896dbbbb632abd3acf75f773ccd302c7d397a1b5b498196df88364c1724f94d
international/15Q3_4.xlsx,excel,,5f1565d7029b57c00db928ee867cb2ce,29022,05f32e6685b006cc68e88e504c288f453e21268195745659ad125a8df671c878
international/15Q4_1.xlsx,excel,,d831f42cf82c0b6d5c612516668de819,15480,f0e3bfd0c29a306feee53488b33facef413c70e1a3fa72dce99a9536fb4d0f9a
international/15Q4_2.xlsx,excel,,7d6dc33c289195d1931d682cb6f6236a,21938,f5e8140f52a3dfe28a5afb069a7d4ac11f1bf97b90c8c6b72158ac80b2cdf962
international/15Q4_3.xlsx,excel,,9b3ad1f770b82d7eb85e30fa6b5edc93,13253,c6c2deba550ced0f6910eabe35f25e5c6568bbf2818caed59b0b9b2d97521a11
international/15Q4_4.xlsx,excel,,b6815206f41db66aba07cabf616504f0,30461,6219d08e343a11915f275450cbb4dc17907bc49474b80f427db8b357d3ea4755
international/16Q1_1.xlsx,excel,,f2cd9c1152a7accbe7112e8653cc69d8,15910,50e49b82084070ffef2bf44170e5495a7c93d867c3a89b259bdb23f0677ae8e3
international/16Q1_2.xlsx,excel,,1c2ede24b4c63ba8b60c97e291540d7e,22497,a34b93a3340eab0573a384a06b0baf25db761f980b33c501469645fa0b4d0b85
international/16Q1_3.xlsx,excel,,652e973ba3e847c0e25f13afab850dea,13597,fb76c45820abde5aabb1627174b7144eaf73198334f4bc64943917fe4910ca4b
international/16Q1_4.xlsx,excel,,82b538c1fb797acc0f489a7a10209112,31929,28ffe135bdb7e038ab6f57ece076592098a50fac93d26c6bff503a61156b3fc7
international/16Q2_1.xlsx,excel,,d4b3ce8d7ed3d89b5904f23e92ce7810,16736,6b070277fc3d49110d7a65ccd85f5eb1f8372e02299d430cf6dc5b635f1b3bcd
international/16Q2_2.xlsx,excel,,560bd5879d80a91e2b3a5f58b15f7753,22776,3a4b246733dbddcb290b5099e65c38d776981b68cd6eb992db17dd3fa1ca60c7
international/16Q2_3.xlsx,excel,,cd9d708404ce55f77bc08a358bd6d202,13656,4591d6fcc57e5062024636a1b275a5a6a72be51a00fd0541bed32c5364d9d4c3
international/16Q2_4.xlsx,excel,,5093d4229d2015330cc279f65483d6fa,33384,aa751fa8f9a630cd9dea5e8e6ef515ece6253b5118982af4323197a532589b7c
international/16Q3_1.xlsx,excel,,823b2211548d99389a1eb409d8707842,16507,1e549e9cf9b970e271f3fe97a7d6e0c9d57bd2a832590cc38e2f75b677b94998
international/16Q3_2.xlsx,excel,,c5e4a0a91c768181a051183976944a81,22924,63bfaeddeccdcb884de6c4f7424fd53b3a00552f37979cba1c758923c8558da4
international/16Q3_3.xlsx,excel,,0efff4289ce502c561be537d65edcf47,13728,b020f63a4bf101792eeae6e57231ef3f33990361ebe91aea12426be70cb1a42b
international/16Q3_4.xlsx,excel,,dcac038c52fa14dc3f4deb717eebb1d9,34147,3431191b399eb32718c3f79881e82406c222c8e8edba49e2694e4bea14cdda8f
international/16Q4_1.xlsx,excel,,476286542591af9f8b1e85b08b1254fb,17058,1ea600c1caf552307fc2de4c967efd7585d3bfe747308378f297bf3fa9497df1
international/16Q4_2.xlsx,excel,,542a27f47c761cd7e1a0074402e8f741,23487,d48fef25c24165500465b81c03d4ed6f612a99c973b84d84644c3e564abf7d66
international/16Q4_3.xlsx,excel,,f63a3a7532144ac753483dd9d448074c,13916,c9b213b339d26b5d978fa380da7982f7fa166d65b8085d32eedad534a5637b06
international/16Q4_4.xlsx,excel,,d129732432b3a65b84b022956011ed00,33089,e6995dae713b2d97b9ca2878d31e2ec316ea1bae66e59b8533d9782263686c33
international/17Q1_1.xlsx,excel,,f8bf4655440edf6fb5487d20ce94c406,17122,548c135ec9135252602b7e4579471896def8fb68249e6d60c27a8f4c75159542
international/17Q1_2.xlsx,excel,,8715b8cde8c6af4c3e06204da91492c9,23866,f6a8bfd8fb28530d62c6d3e4aad309b048cb2d1209cee31e66fefc70801c1735
international/17Q1_3.xlsx,excel,,7fd9f2b6a89c657f950d9dc38383f5d5,14187,090a183ad04181b01adc70e4c3a40e7a8581ffdfe8ead130ab2484dc4a1c5f74
international/17Q1_4.xlsx,excel,,26a2bb5fb7d742455e8b29867aeb0998,34974,64d934e793964284b096d0fbceb98570fb2538d98a29172251a8d29e8809e37f
international/17Q2_1.xlsx,excel,,efb864163194b336f05eb1094c251675,17035,b8d211231045ea4422798dd142ed01db96e5229756ed05ebe7e253bf08f7ef3f
international/17Q2_2.xlsx,excel,,b11a26f529ef370f2f8b66b7ae95d7d0,23058,1bc4216fd2d4b690cfb87d8a0a6ed5af4a7af13a514cbb059aab44ec4a82cd8d
international/17Q2_3.xlsx,excel,,70e006d7c69c5b57b53cfa786dc680d9,14013,de1db1fa69f1d7cbb61dbd692c64702dc9d0521adab9df69c1c2834897a1bdb1
international/17Q2_4.xlsx,excel,,3447fc648f19d3bf3faf7069be03f79d,38270,31cf556f6d047d5a8c5956306f71f68a1808e497a8ead3dfb7e075f9c7dfe986
international/17Q3_1.xlsx,excel,,677ac23e0f1e688ad0ad1715f4b57e80,20611,adf58ceaf54e8650ae1e28a489aab2b0ae2aa01ea6b4267ce89b1d6f33a95913
international/17Q3_2.xlsx,excel,,bede693210dcc2f80f6331057d521969,22819,8a77061796b6bad71872cbfe8fa822dcc322379540b513aba2bd74c749a3b527
international/17Q3_3.xlsx,excel,,0c941cb45d39e0ba9cfa8c50ffe243a1,14224,3b6c517898e7ccb318e14f8c3a56796bea81b3d397d6ee0fbea4cd238b226936
international/17Q3_4.xlsx,excel,,4734edfb44ebc0dc35e978fa8de40306,35950,663168e66f8bb6ad10724d4f5c0fe208f9a18bd4aaa3ccec98a641b5caa7d2a5
international/17Q4_1.xlsx,excel,,ec8b8b96304bd83a5b25a0e42f9d3b0a,16562,455baaf088572286d945a8c5d179ad6d012454ce593262a0ccced601f75c90b3
international/17Q4_2.xlsx,excel,,90b0c7dec17d8d5c4428ffb08b9e1bf1,23080,c9ac175e81958bc6ae3c377d01df31c7fbc84ddc1cf1630760f41bbdcabe29f5
international/17Q4_3.xlsx,excel,,db01666bf58c52aaa46e765ada2e9580,14077,5fe54cca795376e63452b89ab0e6109c3d239f637911f1c15a5e47d7837f1137
international/17Q4_4.xlsx,excel,,57753e0a39835b2b4ab7cb5b45068fd5,36652,f936489e3b2451023e24a0f225bff58b9385c3792669aa940ee93ccfe815f7e0
international/18Q1_1.xlsx,excel,,62c6b5b80f27fec6d0c00fb30531cc40,16627,842946acfdb8cd3f1aebdc09d767eff0acf3e1ea5b2e14c2241d5c5f5736e575
international/18Q1_2.xlsx,excel,,b16ac2c287ca37949b1fbc06b5381ecd,23219,c87bde6397a200e4518e0d55a6ad3aadb3d718a6daec19a82c2ea0ece8bbc569
international/18Q1_3.xlsx,excel,,84e6ea6c34c28fc7ea9afbcf5788e2e6,14071,40d56a59e06cfc792babf68d035a0215a0c1fe7ca85f97f44477706628a14c0e
international/18Q1_4.xlsx,excel,,93f9688ff741040ad683b0ea63c74e09,36753,1b469a3b222b3a2b4925c78e046aecb61aba87499c77675ae923c21d9237a85e
international/18Q2_1.xlsx,excel,,7771b6e47857c86cb0efee2294505151,16536,7d4c6215394eaf4bb26050ca1d44a5a9fab120fba39277dc2cb306bb78ae7eb1
international/18Q2_2.xlsx,excel,,6535f00ea0f8c8e13cc59da636ad2ef6,23119,d20a75b64a9514c12bdc0f9bbccd2d59df8c8185a9e929ee954cb0d951b737ef
international/18Q2_3.xlsx,excel,,7808752e2663aca796bcade15155574d,13977,e6b0b980243fcbfa0de11e221c24e3ebd61ec00306d51760c4764d188c3a2cc8
international/18Q2_4.xlsx,excel,,1332e8c8f9ac68b9b487dcdea2ae20f0,36111,2762e851aac35431e183c5a8866161c13fe435fc1ccbb44482a601498cf0534d
international/18Q3_1.xlsx,excel,,6aa437b1bca594fea30baa07e79aac7b,16246,c2beab53fdb29f3453dcf1a6d1e103654fb4ddb187c46156eb9db713f406a0bb
international/18Q3_2.xlsx,excel,,b860a0b9b5746bfa84450c2ef77224d6,22462,2839fe8f83fd6a67e521e1ca533b33142451085ab81c5bf04020269933a98ca3
international/18Q3_3.xlsx,excel,,b62b9d9bdb7cad8079db8e6de251f1c6,13969,c90cb03b493e72735d245b16859e1d2ce8842418c19f88713b5159811123c6d2
international/18Q3_4.xlsx,excel,,97af3b7d5cc6cb964d34b54cd4bf4c4f,35625,40a00af08970f8d809fb0b2d068a200271b21c868f85ae3a4832e6296f9cfec4
international/18Q4_1.xlsx,excel,,6bae3f9fb0f3f7c91149bcf66e06a486,16524,b0eeacdaa3c7e1fc8c780fb29932f753dd1e507b62de1248a5e803f4e3028f9c
international/18Q4_2.xlsx,excel,,55d0ead4c09f5057dc78ffeb5f3522ed,23147,622ea2e74b881cffd4dd3cbdafb25be309e1ed035984ca40daf09bf3bb933493
international/18Q4_3.xlsx,excel,,e7c427b942bf9a58fb04d03e3c3f3ff8,13987,7265940d240796fe412bfc1f2e8748a2e3b466935a985d7d3d5227c8d7c4f105
international/18Q4_4.xlsx,excel,,f87b08dcf31772014bfd753d3a52c016,33039,df1e534d832792c40c4df6a0bba9901ba77c9edc9603852222049e22539887b8
international/19Q1_1.xlsx,excel,,c5acae2b3636f7a614d88b8eebe5e0ff,16411,1bed3eba4a11444b13390f70989e1a7c16bc12deda8ce2856f48735afb1a9cc1
international/19Q1_2.xlsx,excel,,d1f26393a5851187462e2a09c438a1e6,22808,da0112f8c2cd7b179ff10d88d2fe3914b01a5ced3aa4b59f9b1d0cc2fb79b9a1
international/19Q1_3.xlsx,excel,,6af4595fda9d4456128847e588bcbdf5,13877,15767897f3be84b8379d4caf2d88277bab0f9aa481c2466924e3daaadce583c2
international/19Q1_4.xlsx,excel,,e65fcab476fe354fd5a79315fbffe8a8,34673,c5072af3a73253b0f495208a99856f6f6cea7b4d03dea78a9a451fac972cc09b
international/19Q2_1.xlsx,excel,,82dc0d404a9751df8747a60083450543,16389,ae3ac25e5ea62a276d7ea3a5cf6605fb387dd25945d4eda9e89db2732830f9fe
international/19Q2_2.xlsx,excel,,ab9a5de9d3e2ebcbf0b344bb27f99167,22139,e9d0892d9f2a6d104a0db7888ba4a72bfbbd2ead7ca2396406a5b5cf411bc6fd
international/19Q2_3.xlsx,excel,,d0a64d7206f43c16a22c06976ae65cff,13764,fe547cf986691ea49cf727fdc7ca36da0312014a85e0a3aec9395de9e97b0d0c
international/19Q2_4.xlsx,excel,,6afcf41d52fe1393b1eab218637e520b,30960,137bbce94a27540d55cd5f7525516c3e7225e55fe7d96fccacb3f2fee183c4dd
international/19Q3_1.xlsx,excel,,7739e9ef87877b0d1eb2954697ceed17,16424,e4905eb9f1d0d65e1304fe8646b0323109fd0e3db05b9caf1dda4595bebf4dfd
international/19Q3_2.xlsx,excel,,1aa9f888ef62ca14c89cee5f9b6ba7a7,21432,c8b29b571a555cf4eb3d903588b47f2a0f7779c61e7907ebac9c7094b7fbb755
international/19Q3_3.xlsx,excel,,cf22a2298e96b4ba470173dc0a567334,13808,bd92b19215ac40a5706ab747ec3e936cb08b7a5a993975d04df282fe5e386e1d
international/19Q3_4.xlsx,excel,,f62de44f6b4ce49b1cd2038a0f7f8918,31784,200d2adbc625ed768d815a0277932abc3d770827b949d7817e0b997727f0757a
international/19Q4_1.xlsx,excel,,9007a44b19e627164a19985d59dd56a9,16254,4b582e1e61c0389ff1dca362fb0f85a7c71de5704e460083df478d99da2bd222
international/19Q4_2.xlsx,excel,,e8f082fc71e0494edeab387a09100856,21322,ae5bd4f1facb54e767d61b1bc20aaaf00963c2d0f0830910d08b4977457667a9
international/19Q4_3.xlsx,excel,,56158d32bb6c779a1a9fdc62602c6128,14150,20293768a844513808cfee3279445b0f38dc0f99ef3877595109f14e58b2caf0
international/19Q4_4.xlsx,excel,,70550ed8b0dc7f9046f2bd536437c794,31038,a55c17fe02aeb2ce5942a71e37ce464a578aa846836c1bff4b4a9b60b8f25fee
international/20Q1_1.xlsx,excel,,bd0bb25f2b8c7ddbb1a99a5d98a13075,16462,3139c9b3825eb4beeb7a6a86c6c335a9dcda45c0666fae65c3f4b5e62db1f10d
international/20Q1_2.xlsx,excel,,25d396f4b1c3d6a859c873981f8a71e6,22366,c3ad2fc18c49edf167acade149cc90bbcd1177d69f6b39369467ab2a942ef191
international/20Q1_3.xlsx,excel,,68d60125f85241d682346ee096abb743,14265,f273cab8f645aeb22f8ac50360baefa631db86430bd87dc0f5fddb65f5b5390c
international/20Q1_4.xlsx,excel,,66b7bf8a172528d1eab8580635e46457,33590,d6c99f9783034e63a72bfb9185e9b81d4317857e0e2b39851d13f381cf2540b7
international/20Q2_1.xlsx,excel,,8df5f90c2c0fbae809dcdab1216e4efe,13997,5cf5756e5d84c3573a26e6f567a4f0664bd7a08ccff22497ac9ffa7e2461eba2
international/20Q2_2.xlsx,excel,,b486f2ea1892a51658487b4d6f5657aa,17354,6a7584bd63ebf308312e9af7ad9eee92942c907925274b48b7f61beb3463ef46
international/20Q2_3.xlsx,excel,,a13ff1de31ae16eb0abb8f047f60bb01,14330,f23febdf1521c22d402a53b4a8ab0b55aab67bdf86140dec8afb8c3d7a64682d
international/20Q2_4.xlsx,excel,,2d2e711e241840528f27e9b999481017,36557,12ba10a55cd9d1c615760b730a36df50acb938a7e557cdd921a7ef6498296b0b
international/20Q3_1.xlsx,excel,,9b786dc89fe25f0b2e4fc8a6bfedf82e,14556,b002a5b0b33217ac97bce50b2a1221717444a7ae3658a155ca377dde58c06252
international/20Q3_2.xlsx,excel,,7b30c50fbc04096831255fd139ee00b3,18945,195c4ac6dd232dfaa7e3e48df8a6af9121e5cedf49430d504ec8a1d826e8e546
international/20Q3_3.xlsx,excel,,2bc7e5e9e233b871ed7b42175c759b3d,14312,bfc5703378eb4e0a24c7e1abe8b078548efbaaccb620345162442015a0870aef
international/20Q3_4.xlsx,excel,,aacc6893d09e773624d58978b8c322b8,37663,b416347e84847595eeceb392982cfe5669a56aab93c969c90615c567d6aa0ff7
international/20Q4_1.xlsx,excel,,f58225e9b309746bc17f2e06d8988d04,14278,4cefa83618b83f06ff0f079dc460956f296a1bb3a9894d02640be21f980bd939
international/20Q4_2.xlsx,excel,,dd5755bf891a2ef94157b983abf34431,18691,c2a2aeac58310b912e4ba7929251c6f492f135a43c7bdb1cc43f127368666b0e
international/20Q4_3.xlsx,excel,,88458ed3238172507c829564910d3262,13868,397759c090ba4f77dd36b9df1dbc8653a21daf17e276eb1f6c569c42a34ff7b6
international/20Q4_4.xlsx,excel,,6eba377a6da4099b6b3aa30f59713dbf,31009,5e45dfe969b3a4531ea7da2098f8bab352b3ab596efa6b02344c5f12fbec755f
international/21Q1_1.xlsx,excel,,b2daf5b3e46939939c1c7e298173fcc2,14560,4197bf5ec2045a6df3b39f72edd16efa4030d9f2de2359e3aeb8c280c5342601
international/21Q1_2.xlsx,excel,,a85118f57402543908e8619e185f1e31,19208,c32429b24ba00ec4b315d5ce3bd76ede4d98b0be554ba521944498cfea299257
international/21Q1_3.xlsx,excel,,0d9d16970e49956bee7e18d0619e255d,13992,424f997ecb6d5891d37c37f39514ecc0a00598fb60182526379d19d376e00a9a
international/21Q1_4.xlsx,excel,,0197384f620695a079536293888d0983,30437,f5bebece93fb4cc4d7d58e0b878f18b70d4cc3625d7f7d2a45c8187bc4454d6f
international/21Q2_1.xlsx,excel,,1042e2997562a87030da69fca73a82fe,14580,9dcaf3f99c20f062ee7ec23dcfa66091f150a05846d07a417860c7ff793ee4a8
international/21Q2_2.xlsx,excel,,8144ca516bd6ffca92c1708741335c4c,19134,78ba3d792c476d9e6d6c7389901395d71873bc5d192d0019d3efaa93b491de35
international/21Q2_3.xlsx,excel,,57cd697be2fa132d68972dbea2de53ed,14111,909aeda35bd8db9c8f5a1ace9ddb12e2b81d5780e677c1a80f413ae489213c8a
international/21Q2_4.xlsx,excel,,4e3ff8cf93600b31c5a904518c13f6df,29777,0d7bafc9292080fd18bac4579db34a297bb33cfaae05d4793032dd02333432ed
international/21Q3_1.xlsx,excel,,3073ec168529c5483dbd6f5916a8051b,14552,2133700b930069e1085b2aec6c27f1cd5d10eb102c6f3ec1a9384b048837329b
international/21Q3_2.xlsx,excel,,973da8da87b06f7564c713d272fb9aee,19279,10c1e405162dd74f793d78d19cdedd52b1cc5dd914a6780ab678d327b522ace4
international/21Q3_3.xlsx,excel,,05ac5386135096a669a8d441077624b6,14097,fa3d955e82e5cda961abe7719c03aca01eab213c0bdc4efe6996704ce128db83
international/21Q3_4.xlsx,excel,,28918cb41a2a53bcea177f63816241af,31877,b8e0b286b370969d2391f80f2533abfce29ffb0a126a28e5a02d6cebe4373fde
international/21Q4_1.xlsx,excel,,3114d1fa43ca0b239bebbea4240d411f,15178,63223ebbda778e4bc4306e20a16bf2cbb6b9598e8d3805e0e267397a5ee37ce1
international/21Q4_2.xlsx,excel,,0f316eb2edb45a74b4a8533374b2808f,20331,0fc75ff3d310962f569ab196f37ce15dce4a1ea65b242bd1fe190409ca85775e
international/21Q4_3.xlsx,excel,,047cd0883d787abcab3b35d11d4ad7b5,14024,f3c69837289b3c92c1033746c35cf3f81eb557a394cce773e885f1b7c5135244
international/21Q4_4.xlsx,excel,,a98ab742240ae89aef33691384312b94,32545,4343882ef933dbb6afac17e390177c5812e5921d5cbeec99d47c647acdb06311
international/22Q1_1.xlsx,excel,,39c27afefd6d397fb4eaab1cce4f101f,15627,f79af232ce2eabe18e0f1269a0c5cc2713368d7b475210c0eb8dbcf3b2763fd3
international/22Q1_2.xlsx,excel,,355264a00008fd31d593eb44c76475af,21276,8748205e65ff5c1a398728b591d35d78ede05e60fc1540487fe60a4a5bb9106f
international/22Q1_3.xlsx,excel,,8c95e62a6039a569c9af4eaa3fd16971,14116,18809ef2e228947263067f8857da76efc18a656164392b839c0c9050d0c315d9
international/22Q1_4.xlsx,excel,,5dde764760817f65189260151cdc4cbd,32310,fcc000ca7ab24140185113c3d65f06033695f183ead18794d054f3e43911d9f2
international/22Q2_1.xlsx,excel,,7da747122dd1a71243b83f24c27a4624,15778,e9bf05b364ee50be8798e7c5beaf203f0af7ce7628b3c6f6a47c3a9ce5e482c0
international/22Q2_2.xlsx,excel,,63475967737ba4ab9871614a8beca40c,21510,64392b221d57808ea1062e9f91f0776d5adbd0cd619398a1ab38b73ce2553565
international/22Q2_3.xlsx,excel,,c95c16cba95ba22b72fd437ea55ece25,13820,6280c8137de0a2a764b9d7d4bc29af4e92f56f3f0fe0d74058890543faaba054
international/22Q2_4.xlsx,excel,,b3610ff4de4719ce1a8919348addd51b,28633,0bb67922cc97cc1ad93751738722c56464bac83a286305a289aa4ed47bc73e63
international/22Q3_1.xlsx,excel,,0e960ab1cba35c2014c0aee4c3f905fc,15607,a9ffde9aa7ff0ae0edc1d3727935fdb1837da0bc3b79eb55a81b167e0bcc5677
international/22Q3_2.xlsx,excel,,47e9ed671b7c78391c380514f8b5fb96,21576,444edffbdf94990f224fba731ce89b9d73d6816ad6103c7149679dbe9e0f7e6f
